Date,Headlines,Labels
17/10/2014,Facebook's market cap tops IBM's; partner reports strong Q3 numbers,2
20/10/2014,Contrafund boosts bet on Facebook,2
23/10/2014,"Facebook launches Rooms app, lets users rely on pseudonyms",1
28/10/2014,"Facebook beats by $0.03, beats on revenue",1
28/10/2014,Facebook's ad sales continue surging; spending picks up,1
28/10/2014,"Facebook -8.4% AH on revenue, spending guidance",1
28/10/2014,"Facebook talks spending, ad prices/measurement, Oculus on CC",1
29/10/2014,Sell-side on Facebook: Weakness a buying opportunity,1
29/10/2014,Facebook files mixed shelf registration,1
30/10/2014,Instagram video ads launch,0
10/11/2014,Facebook Messenger tops 500M MAUs,1
13/11/2014,"Facebook updates privacy policy, sets stage for payments push",1
17/11/2014,Facebook developing website for professionals,1
17/11/2014,"LinkedIn, Jive, Salesforce lower following Facebook at Work report",1
18/11/2014,Facebook launches standalone Groups apps,1
25/11/2014,What did the billionaires do in Q3?,2
26/11/2014,"Facebook, Twitter, other Internet stocks rally",2
05/12/2014,Facebook sees Atlas giving Instagram's ad sales a boost,1
08/12/2014,"Facebook overhauls search engine, brings Graph Search to mobile",1
10/12/2014,Instagram tops 300M active users,1
11/12/2014,"Facebook's Oculus buys two startups; Zuck open to ""dislike"" button",2
16/12/2014,"Facebook, Twitter, Amazon headline Internet stock selloff",0
19/12/2014,Citi values Instagram at $35B,2
22/12/2014,Facebook takes out October highs,2
24/12/2014,Facebook signs video clips deal with NFL,1
02/01/2015,"Wilson's 2015 predictions: Tech stocks, wearables, cybersecurity, Bitcoin",1
05/01/2015,Facebook bucks tech selloff following BofA target hike,0
05/01/2015,Facebook buys voice recognition tech developer,0
06/01/2015,WhatsApp tops 700M active users,0
14/01/2015,Facebook at Work launches in test mode; $100+ targets arrive,1
15/01/2015,Facebook rolls out free-Internet app in Colombia; what about China?,0
28/01/2015,"Facebook beats by $0.06, beats on revenue",1
28/01/2015,"Facebook's Q4 highlights: 53% ad growth, 1.39B MAUs",1
28/01/2015,"Facebook's call touches on spending plans, video, forex, search",1
18/02/2015,Tepper slashed U.S. stock holdings in 2014,2
19/02/2015,Facebook +3.7%; Cowen values Instagram at $33B,2
24/02/2015,"Facebook tops 2M advertisers, gives them a new app",1
02/03/2015,HTC unveils virtual reality headset,1
04/03/2015,Facebook reportedly working on new mobile ad platform; Twitter falls,2
13/03/2015,Facebook buys shopping site to improve e-commerce ad quality,1
16/03/2015,Gurley: Facebook's mobile ad sales vulnerable to startup bubble's bursting,1
17/03/2015,Facebook adds payments support to Messenger,2
18/03/2015,eBay down 2.3% in wake of Facebook's payments launch,2
20/03/2015,Facebook tops $84; Messenger reportedly turning into developer platform,1
24/03/2015,"NYT: Facebook in talks to host publisher articles, share ad revenue (updated)",1
25/03/2015,"Zuck shares stats, launches Messenger app platform at Facebook's F8",0
25/03/2015,"Facebook launches embedded videos, mobile ad exchange, IoT SDKs",0
26/03/2015,Zuckerberg downplays Facebook/Google rivalry,1
02/04/2015,Fidelity's Danoff's picks,1
07/04/2015,"Turkey briefly bans Twitter, YouTube over hostage crisis",1
08/04/2015,Re/code throws cold water on Twitter buyout rumors,1
22/04/2015,"Facebook reportedly shows interest in Nokia maps unit, launches dialer app (updated)",1
22/04/2015,"Facebook beats by $0.02, misses on revenue",1
22/04/2015,Facebook's Q1 ad sales hurt by strong dollar; MAUs up to 1.44B,1
23/04/2015,Facebook bulls talk up video growth; spending guidance slightly cut,0
27/04/2015,Facebook adds video call support to Messenger apps,1
28/04/2015,Twitter strikes Google ad deal after weak Q1,0
01/05/2015,EU to widen probe against U.S. tech companies,1
01/05/2015,"Analysts defend LinkedIn amid plunge, argue non-ad issues are temporary",1
06/05/2015,"Facebook partners with IBM on ad targeting, plans Q1 2016 Oculus launch",1
11/05/2015,Facebook COO Sandberg returns to work following husband's death,1
12/05/2015,Facebook hires former FCC chief Martin to head mobile/access policy,1
12/05/2015,Report: NYT-Facebook direct publishing deal set to begin tomorrow,1
14/05/2015,Facebook +3.8%; JPMorgan reports strong April comScore data,2
18/05/2015,Facebook talks WhatsApp monetization; Messenger games reportedly on tap,1
21/05/2015,Goldman updates list of most-held hedge fund names,1
27/05/2015,Snapchat CEO: 'We need to IPO',2
02/06/2015,"Facebook gives Instagram shopping tool, app install ads, better targeting, API",1
04/06/2015,Facebook launches no-frills app for emerging markets users,1
10/06/2015,"Facebook news: Messenger downloads/games, Instagram, Shopify deal",2
11/06/2015,Facebook/Oculus partners with Microsoft; Xbox One games coming to Rift,1
15/06/2015,RBC: Facebook's video ad opportunity on par with mobile,1
22/06/2015,Piper hikes Facebook target to $120; shares rise,2
23/06/2015,Facebook takes out March highs amid Instagram/mobile ad news,2
24/06/2015,Facebook makes Messenger available to non-Facebook users,2
25/06/2015,Importance of video growing at Facebook,0
01/07/2015,"Facebook preps Suggested Videos feature, video ad revenue-sharing",1
07/07/2015,Facebook spending at least $500M to build Texas data center,1
08/07/2015,"Facebook rethinks ad pricing, will no longer charge for likes/shares/comments",1
15/07/2015,"Facebook ad partner reports lower Q2 ad click prices, strong click growth",1
16/07/2015,Facebook/Oculus buy gesture-recognition firm for reported ~$60M,1
17/07/2015,"FB, LNKD, PCLN up strongly after Google's earnings; Facebook tops $95",2
22/07/2015,Facebook market cap now larger than GE,1
29/07/2015,"Facebook beats by $0.03, beats on revenue",1
29/07/2015,Facebook down 2.4% after Q2 beat; MAUs rise to 1.49B,1
29/07/2015,"Facebook -3.3% after earnings call; sales growth, spending, usage discussed",1
31/07/2015,Facebook shows off 'Aquila' Internet drone,1
06/08/2015,"Facebook begins livestreaming, but only for celebrities",0
11/08/2015,"Facebook expands mobile video ad reach, reportedly preps breaking news app",1
24/08/2015,Tech stocks setting up for dismal day,2
26/08/2015,Facebook unveils human-supported Siri/Google Now alternative called M,2
27/08/2015,"Facebook first: 1B people use it in a single day, Zuckerberg says",1
03/09/2015,"Facebook improves ad measurement, begins testing interactive mobile ads",0
04/09/2015,WhatsApp tops 900M active users; Instagram ad load grows,2
09/09/2015,"Facebook takes Instagram ads global, launches several new ad options",1
15/09/2015,"Zuck confirms plans for Facebook ""dislike"" button, sees ""golden age of video"" arriving",1
18/09/2015,Facebook to start using Like and Share buttons for ad targeting,2
23/09/2015,Instagram cruises past 400M users,1
24/09/2015,Facebook unveils 360-degree video,2
25/09/2015,New Gear VR priced at $99,0
28/09/2015,"Facebook goes after TV ad dollars with new buying options, Nielsen deal",0
06/10/2015,Facebook to beam Internet from space,0
08/10/2015,"Facebook tests Reactions emojis instead of ""dislike"" button; advertisers approve",1
09/10/2015,Twitter launches YouTube-like video ad service; shares up 16% on the week (updated),1
12/10/2015,Shopify down sharply as Facebook tests Shopping feed,2
14/10/2015,Facebook deepens YouTube rivalry,1
15/10/2015,"Facebook higher after Argus upgrades, sets $115 target",2
04/11/2015,"Facebook beats by $0.05, beats on revenue",1
04/11/2015,Facebook's ad revenue grows 45% Y/Y; MAUs hit 1.55B,1
04/11/2015,"Facebook's call touches on video views, mobile use, ad prices, China; shares +3.8%",1
05/11/2015,Facebook to launch Notify app next week,1
09/11/2015,"Snapchat plays catch-up with FB, triples video traffic",1
12/11/2015,"Facebook brings 360° videos to iOS; AT&T, Disney buying ads",1
23/11/2015,Rough time for hedge fund hotels,1
01/12/2015,Zuckerberg plans to donate 99% of Facebook stake over lifetime,2
04/12/2015,Pandora adds to losses after pricing debt offering; Facebook challenges Ticketfly,2
07/12/2015,"Facebook shutters Creative Labs initiative, Snapchat rival, Rooms app",1
10/12/2015,Nvidia's Tesla GPUs designed into Facebook A.I. computing platform,1
15/12/2015,Twitter lower after Evercore cuts target on weak traffic data; Instagram growing faster (updated),1
15/12/2015,"Facebook preps local services site, takes on Yelp/Angie's List",1
16/12/2015,Facebook strikes deal with Uber to enable ride requests via Messenger,2
29/12/2015,"Facebook experimenting with multiple news feeds, shopping marketplace",1
30/12/2015,Facebook must face class actions over IPO,1
04/01/2016,Is Mark Zuckerberg the next Iron Man?,1
05/01/2016,What will be the price tag on the Oculus Rift?,1
06/01/2016,"Facebook prices Oculus Rift at $599, launches SDK for Messenger bots",2
07/01/2016,Facebook Messenger tops 800M active users; 2016 agenda discussed,0
12/01/2016,Report: Google creating virtual reality unit to battle Facebook/Oculus,1
20/01/2016,Tech giants fall sharply as Nasdaq tumbles,2
21/01/2016,Facebook launches sports platform; ad partner reports strong Q4 data,1
27/01/2016,"Facebook beats by $0.11, beats on revenue",0
27/01/2016,Facebook surges above $100 after Q4 beat; ad revenue rises 57%,0
27/01/2016,Facebook sets 2016 spending guidance; shares now up 12.3%,0
28/01/2016,Energy stocks rise premarket as crude moves higher,2
28/01/2016,Facebook up 15.6% post-earnings; analysts gush over Instagram's growth,2
02/02/2016,WhatsApp joins the billion users club,1
05/02/2016,"FB, AMZN, other Internet stocks down big following LinkedIn's earnings",0
08/02/2016,"India imposes net neutrality rules, bans Facebook's Free Basics service",1
12/02/2016,"Facebook explores line between public safety, free speech",0
23/02/2016,Facebook still committed to expanding Internet access,0
24/02/2016,"Facebook rolls out Reactions; five new ""emotions"" complement Like button (updated)",2
29/02/2016,"Zuck talks virtual reality and A.I., reportedly ""obsessed"" with livestreaming",1
02/03/2016,Facebook tops 3M advertisers (more than 20x as many as Twitter),1
04/03/2016,Facebook switches U.K. tax billing structure,0
07/03/2016,"Facebook pulls plug on ad-buying service test, cites ""bad ads and fraud""",0
07/03/2016,Report: Snapchat aiming for 2016 revenue of $300M-$350M,0
09/03/2016,RBC: Google and Facebook are as dominant as ever in online advertising (updated),1
14/03/2016,Baird: Facebook partner data points to accelerating Q1 sales growth,1
18/03/2016,"Facebook, Twitter fight to stream live TV",1
18/03/2016,Report: Yahoo is thinking of letting Facebook sell ads within Tumblr's app,1
21/03/2016,Zuckerberg meets with China's propaganda chief,1
28/03/2016,Facebook gets price target boost at Evercore ISI,1
29/03/2016,Oculus Rift pre-orders begin shipping,2
04/04/2016,Oculus Rift hits speed bump with shipping delays,0
08/04/2016,These giants are Credit Suisse's 3 top internet stock picks,0
12/04/2016,Here comes Facebook's F8 developer conference,2
12/04/2016,"Zuck reveals chatbot platform, drone livestreaming, headset plans at Facebook's F8",2
14/04/2016,"Facebook: user growth is massive, but messenger monetization is still early days - Deutsche Bank",1
15/04/2016,Apple reportedly weighs App Store search ads that would compete with Facebook/Google,0
18/04/2016,"Credit Suisse expecting big upside from Facebook, Amazon, Google",1
19/04/2016,Facebook gains as ad partner reports strong Q1 numbers ahead of earnings,2
25/04/2016,Facebook works to cut tech prices to help boost growth,1
25/04/2016,WSJ: Facebook is developing a standalone camera app,1
27/04/2016,"Facebook beats by $0.15, beats on revenue",1
27/04/2016,Facebook plans to split stock via new share class; shares surge on Q1 beat,1
28/04/2016,Facebook up 10.9% as sell-side rushes to lift targets,0
04/05/2016,Silicon Valley privacy fight heats up in Brazil,2
11/05/2016,Senate committee presses Facebook over news selection,1
13/05/2016,Zuckerberg addresses 'trending news' concerns,1
13/05/2016,Facebook hires northern California judge to oversee litigation,1
13/05/2016,"Tepper's 13F: New stakes in FB, FOX, BAC; VRX stake already dissolved",1
16/05/2016,Zuckerberg to meet conservatives on political bias flap,1
16/05/2016,"Cooperman sells Citigroup, Facebook, Google; adds others",1
16/05/2016,Facebook to sell video ads for other companies,1
19/05/2016,Results from Facebook's political conclave,1
23/05/2016,Facebook buys a virtual reality audio firm to strengthen Oculus,0
23/05/2016,"Cheetah Mobile down 32% post-earnings amid downgrades, Facebook algorithm worries",0
24/05/2016,Facebook makes changes to trending topics feature,2
25/05/2016,"Report: Microsoft prepping cheaper Xbox One for 2016, VR-capable model for 2017 (updated)",1
25/05/2016,Facebook is shuttering its FBX ad exchange; Criteo slumps in response,1
26/05/2016,"Microsoft, Facebook to build highest-capacity trans-Atlantic cable",2
26/05/2016,Facebook looking for new CIO as Campos plans departure,2
27/05/2016,Facebook expands third-party ads to those who don't use Facebook,1
01/06/2016,Facebook's Sandberg on Disney CEO chatter: 'I don't want another job',1
03/06/2016,Facebook board seeks curb in Zuckerberg control,1
13/06/2016,Facebook activates Safety Check for first time in U.S.,1
13/06/2016,Citron goes short Facebook,1
17/06/2016,Three breakfast reads,0
20/06/2016,Zuckerberg's majority control is up for vote,1
20/06/2016,Facebook shareholders OK stock shift that keeps Zuckerberg in charge,1
21/06/2016,Instagram tops half a billion users,1
21/06/2016,"SunTrust: Snapchat minor but growing threat to Facebook, Twitter",1
21/06/2016,Facebook ups video game,1
24/06/2016,Facebook hires Google Fiber co-founder for connectivity team,1
28/06/2016,Three breakfast reads,2
01/07/2016,"Messenger now has 11,000 bots on its platform",1
06/07/2016,Facebook hires former Tesla products chief for hardware role,2
07/07/2016,IRS probes Irish asset transfers at Facebook,1
14/07/2016,Facebook to integrate Instant Articles within Messenger,1
19/07/2016,Three lunchtime reads,2
19/07/2016,Facebook's WhatsApp blocked in Brazil,2
19/07/2016,Faceboook's WhatsApp ban in Brazil suspended,2
20/07/2016,Google may be shutting down its initiative to create a standalone VR headset,1
20/07/2016,Facebook's Messenger reaches 1B active user milestone,1
22/07/2016,Facebook bull rings the register,1
27/07/2016,"Facebook beats by $0.15, beats on revenue",1
29/07/2016,Facebook now 5th most valuable company in the world,1
29/07/2016,Facebook 10-Q: $3B-$5B potential IRS tax liability,1
03/08/2016,Facebook to live-stream today's Manchester United vs. Everton match,1
03/08/2016,Facebook reveals 'Area 404' hardware lab,1
04/08/2016,Facebook adjusts News Feed algorithm to reduce clickbait,2
08/08/2016,"SunTrust Robinson Humphrey analyst Robert Peck on Instagram Stories; asserts Facebook, Snapchat 'collision course'",1
08/08/2016,"Facebook partners with global broadcasters, National Olympic Committees and the International Olympic Committee",1
09/08/2016,"Facebook enhances ad-customization controls, plans to override ad-blocking software",1
