Date,Headlines
"Sat, Aug. 25, 2018",Facebook turns to Lucio for chief marketing role
"Sat, Aug. 25, 2018","Facebook, Microsoft meet with DHS and FBI for election briefing"
"Fri, Aug. 24, 2018",Instagram testing college-connection feature
"Thu, Aug. 23, 2018",BuzzFeed: Major tech firms gathering to discuss election defense strategy
"Wed, Aug. 22, 2018",WSJ: Facebook pulls data security app from Apple store
"Wed, Aug. 22, 2018",Facebook dealmaker Rose to exit company
"Wed, Aug. 22, 2018","Bloomberg: As rivals face hurdles, Snap tries to seize day"
"Wed, Aug. 22, 2018",Marketers laud ad growth prospects at Instagram
"Wed, Aug. 22, 2018","Facebook acts on inauthentic behavior linked to Iran, Russia"
"Tue, Aug. 21, 2018",Facebook begins measuring user trustworthiness
"Tue, Aug. 21, 2018","Facebook trims more than 5,000 ad targeting options"
"Mon, Aug. 20, 2018","Trump: 'Very dangerous' for Facebook, Twitter to ban accounts"
"Fri, Aug. 17, 2018",Reuters: U.S. pressing Facebook for Messenger wiretapping in case
"Fri, Aug. 17, 2018",Facebook gets HUD complaint charging housing discrimination
"Thu, Aug. 16, 2018",TechCrunch: Facebook now tackling opioid abuse problem
"Thu, Aug. 16, 2018",Q2 hedge fund wrapup
"Wed, Aug. 15, 2018",Twitter joins social peers in suspending Alex Jones
"Tue, Aug. 14, 2018","Jana gets back into Facebook; discloses stakes in Alphabet, Wells Fargo"
"Tue, Aug. 14, 2018",Facebook aqui-hires for interactive live videos
"Mon, Aug. 13, 2018",RBC's Mahaney: Facebook best risk-reward option in sector
"Mon, Aug. 13, 2018","WSJ: India looks to ""level playing field"" with U.S. tech giants"
"Mon, Aug. 13, 2018",Portfolio moves by Greenwoods Asset Management
"Fri, Aug. 10, 2018",Facebook boosts security on pages with big followings
"Wed, Aug. 08, 2018",Invesco QQQ ETF (QQQ) July Summary
"Tue, Aug. 07, 2018",UniCredit cuts ties to Facebook after WSJ banking story
"Tue, Aug. 07, 2018",Free speech debate among Big Tech
"Mon, Aug. 06, 2018",Facebook trims gains after response to WSJ banking story
"Mon, Aug. 06, 2018",Facebook +2% on report it's seeking big-bank customer data
"Fri, Aug. 03, 2018",Report: Facebook testing dating feature internally
"Thu, Aug. 02, 2018",Facebook investing $4.5M in news industry support programs
"Thu, Aug. 02, 2018",Facebook security chief exiting for Stanford job
"Wed, Aug. 01, 2018",WhatsApp starts plan to charge business customers
"Tue, Jul. 31, 2018",NYT: Facebook identifies coordinated campaign to shape midterms (updated)
"Sat, Jul. 28, 2018",UK lawmakers: Hold tech firms liable for fake news
"Fri, Jul. 27, 2018","Shareholder sues Facebook, Zuckerberg after tumble"
"Fri, Jul. 27, 2018",Facebook not yet a bargain - Heard on the Street
"Thu, Jul. 26, 2018",Facebook -22% as analysts line up downgrades (updated)
"Wed, Jul. 25, 2018",Facebook -20% on guidance for slowing revenue growth
"Wed, Jul. 25, 2018","Twitter, Snap dip amid Facebook earnings slide"
"Wed, Jul. 25, 2018",Facebook -8.3% as revenues trail expectations
"Wed, Jul. 25, 2018","Facebook beats by $0.03, misses on revenue"
"Wed, Jul. 25, 2018",NYT: China withdraws approval for Facebook unit
"Tue, Jul. 24, 2018",Facebook sets up Chinese subsidiary
"Mon, Jul. 23, 2018",Goldman: Facebook checks strong on Instagram's back
"Mon, Jul. 23, 2018",Facebook doubles London presence with office acquisition
"Fri, Jul. 20, 2018",WhatsApp curbs message forwarding
"Thu, Jul. 19, 2018","Facebook, AMC Theatres partner on ticket buying"
"Thu, Jul. 19, 2018",Fake news policy change at Facebook
"Wed, Jul. 18, 2018",Report: India may send second WhatsApp notice over violence
"Tue, Jul. 17, 2018","U.S. lawmakers urge Facebook, Google to resist Vietnam cybersecurity law"
"Fri, Jul. 13, 2018","Jefferies boosts Facebook target on ad strength, Instagram monetization"
"Fri, Jul. 13, 2018","Facebook, Twitter, Google to return to Capitol on Tuesday (updated)"
"Fri, Jul. 13, 2018",Microsoft urges regulation of facial recognition
"Thu, Jul. 12, 2018",WSJ: SEC probing Facebook on timing of data-leak disclosures
"Thu, Jul. 12, 2018",CNBC: Facebook closes loophole exposing private group details
"Thu, Jul. 12, 2018",Facebook grants 'full access’ for election studies
"Wed, Jul. 11, 2018","Nomura says Buy to Alphabet, Facebook on regulatory scrutiny"
"Wed, Jul. 11, 2018",First fine levied on Facebook over Cambridge Analytica
"Tue, Jul. 10, 2018",AT&T's media boss highlights company's vision for HBO
"Mon, Jul. 09, 2018",Invesco QQQ ETF (QQQ) June Summary
"Mon, Jul. 09, 2018",Groupon up 11% on reported sale interest
"Fri, Jul. 06, 2018",Facebook to show Premier League soccer in southeast Asia
"Thu, Jul. 05, 2018",Variety: Facebook in talks for Ronaldo reality series
"Thu, Jul. 05, 2018","Facebook bull lauds Instagram TV, boosts price target"
"Mon, Jul. 02, 2018",Report: Feds expand data probe into Facebook; shares -1.4%
"Mon, Jul. 02, 2018",Wells Fargo boosts Facebook on Instagram monetization
"Mon, Jul. 02, 2018",TechCrunch: Facebook will acquire natural language tech startup
"Sun, Jul. 01, 2018",Facebook sends Congress user data documents
"Fri, Jun. 29, 2018",UK politician: Facebook still evading data-scandal questions
"Thu, Jun. 28, 2018","Instagram Stories hits 400M daily users, double Snapchat"
"Thu, Jun. 28, 2018",Court halves Oculus-ZeniMax payout to $250M
"Thu, Jun. 28, 2018",Instagram Lite goes live on Google Play
"Thu, Jun. 28, 2018",California set to vote on sweeping online privacy law
"Wed, Jun. 27, 2018",Summit Insights gives Twitter Street-high price target
"Wed, Jun. 27, 2018",Facebook pulls plug on Project Aquila
"Tue, Jun. 26, 2018","Facebook fights fakes in Mexico, Latin America"
"Mon, Jun. 25, 2018",Bloomberg: Instagram estimated worth $100B
"Fri, Jun. 22, 2018",EU votes for tougher copyright rules
"Wed, Jun. 20, 2018","Instagram hits 1B users, launches IGTV"
"Wed, Jun. 20, 2018",Facebook launching test of subscription groups
"Tue, Jun. 19, 2018",Cheddar: AT&T in talks to acquire ad-tech firm AppNexus
"Tue, Jun. 19, 2018","NYT's social media relations: Google's good, Facebook's failing"
"Thu, Jun. 14, 2018",Facebook to invest $750M in new Alabama data center
"Thu, Jun. 14, 2018",Facebook's public face exits role
"Thu, Jun. 14, 2018",Sports betting goes live in New Jersey
"Wed, Jun. 13, 2018",Cramer: AT&T judge sets 'blueprint' for Comcast/media buying spree
"Wed, Jun. 13, 2018",Stock watch ahead of World Cup
"Tue, Jun. 12, 2018","Google, Facebook, Twitter face new House panel hearing"
"Tue, Jun. 12, 2018","Vietnam passes cyber law that could hurt Facebook, Google"
"Mon, Jun. 11, 2018",Facebook turns in 450 pages of follow-up answers to Congress
"Mon, Jun. 11, 2018",KeyBanc: Instagram key to new leg of growth at Facebook
"Fri, Jun. 08, 2018",WSJ: Facebook gave some companies access to special user data after 2015
"Fri, Jun. 08, 2018",Snap required to face suit alleging IPO hid information
"Thu, Jun. 07, 2018",Recode: Facebook bug exposed private posts of up to 14M
"Wed, Jun. 06, 2018",Facebook ordering original news shows from veteran networks
"Wed, Jun. 06, 2018",Invesco QQQ ETF (QQQ) May Summary
"Wed, Jun. 06, 2018",NYT: Facebook has data deals with four Chinese electronics companies
"Wed, Jun. 06, 2018",Tech sector headed for fall reorganization (and volatility)
"Tue, Jun. 05, 2018",WSJ: Instagram readying long-form user video posting
"Tue, Jun. 05, 2018",OTR Global reverts to positive on Facebook
"Tue, Jun. 05, 2018",Messy Facebook/WhatsApp split shows revenue strategy clash
"Tue, Jun. 05, 2018",Apple's upcoming privacy changes target Facebook
"Tue, Jun. 05, 2018",Washington state sues over election ads
"Mon, Jun. 04, 2018",Senate panel to ask Facebook new questions after latest data report
"Mon, Jun. 04, 2018",Invesco QQQ Trust ETF (QQQ) May Summary
"Mon, Jun. 04, 2018",Data sharing deals plague Facebook
"Fri, Jun. 01, 2018",Apple looks to ad growth with new app network
"Fri, Jun. 01, 2018",Facebook pulls 'Trending' to try new approaches to news
"Fri, Jun. 01, 2018","Facebook, Twitter up on bullish MKM Partners note"
"Fri, Jun. 01, 2018",Facebook deals for video platform 'Watch'
"Thu, May 31, 2018",Shareholder reforms fail to pass at Facebook meeting
"Thu, May 31, 2018",Facebook shareholder meeting on tap
"Wed, May 30, 2018",Facebook gets stay of federal trial; Snap's Spiegel takes shot
"Wed, May 30, 2018",Sandberg addresses Cambridge Analytica
"Fri, May 25, 2018",Austrian activist uses onset of GDPR to sue Instagram
"Thu, May 24, 2018","Facebook, Twitter debut new political-ad policies ahead of midterms"
"Thu, May 24, 2018",Facebook to EU: We're not compensating users in data scandal
"Wed, May 23, 2018","Okta announces partnerships with VMware, Facebook"
"Tue, May 22, 2018","U.S. companies, fed by tax savings, unveil buybacks at $6.1B a day"
"Tue, May 22, 2018",Zuckerberg holds court in Europe
"Tue, May 22, 2018",Zuckerberg testifies in Brussels
"Fri, May 18, 2018",WSJ: Google sets meetings with publishers over GDPR concerns
"Fri, May 18, 2018",Cambridge Analytica files for bankruptcy
"Thu, May 17, 2018",Facebook's Zuckerberg headed to Europe; ISS pulls support for 5 directors
"Wed, May 16, 2018",France's Macron meeting with tech leaders May 23
"Tue, May 15, 2018","Glenview added Express Scripts, exited Apple in Q1"
"Tue, May 15, 2018","Corvex adds ServiceNow, exits Comcast in Q1"
"Tue, May 15, 2018",Highlights from Appaloosa's Q1
"Tue, May 15, 2018",Top portfolio adds and drops at 3G Capital
"Tue, May 15, 2018",Facebook report details millions of content deletions
"Wed, May 09, 2018",Facebook forms a blockchain group
"Tue, May 08, 2018",Facebook shuffles execs of key apps in biggest reorganization
"Mon, May 07, 2018",TechCrunch: Instagram code teases music feature
"Mon, May 07, 2018",Facebook loyalty seen in Reuters/Ipsos poll
"Thu, May 03, 2018",Instagram quietly debuts native payments
"Wed, May 02, 2018",Facebook day 2 keynote starting
"Wed, May 02, 2018",PowerShares QQQ Trust ETF (QQQ) April Summary
"Wed, May 02, 2018",Oppenheimer: FB dating entry likely to create lasting pressure for Match
"Tue, May 01, 2018","Sharp replies from Match, IAC on Facebook's dating play"
"Tue, May 01, 2018",CNBC: Facebook may launch smart speakers outside U.S. first
"Tue, May 01, 2018",Facebook's F8 developer conference 2018: Live updates
"Tue, May 01, 2018",Facebook to allow users view into Internet-wide tracking
"Tue, May 01, 2018",Facebook a 'Best Idea' at Wedbush
"Mon, Apr. 30, 2018","WhatsApp founder exiting Facebook over clash on strategy, data (updated)"
"Fri, Apr. 27, 2018",'Too cheap' Facebook +1.7% as Stifel upgrades to Buy
"Thu, Apr. 26, 2018",Facebook +9% post-earnings amid chorus of analyst price target raises
"Wed, Apr. 25, 2018",Facebook easily beats in Q1 with 50% ad revenue growth
"Wed, Apr. 25, 2018","Facebook beats by $0.36, beats on revenue"
"Wed, Apr. 25, 2018",Earnings put Facebook back in the spotlight
"Tue, Apr. 24, 2018","Report: Facebook has hosted stolen IDs, SSNs for years"
"Tue, Apr. 24, 2018",Facebook lays out posting policies
"Mon, Apr. 23, 2018",Report: Facebook speaker launch pushed to October
"Mon, Apr. 23, 2018",Facebook removed 1.9M bits of terror content in Q1
"Mon, Apr. 23, 2018",Gundlach short Facebook; says regulation can pop equity bubbles
"Fri, Apr. 20, 2018",Audit cleared Facebook's privacy practices
"Thu, Apr. 19, 2018",Facebook bull not expecting much from Q1 results
"Thu, Apr. 19, 2018",WSJ: Facebook launching effort to design its own chips
"Wed, Apr. 18, 2018",Facebook down 1% as OTR notes ad spend slowdown
"Wed, Apr. 18, 2018",Facebook faces class action lawsuit over photo tagging feature
"Wed, Apr. 18, 2018",EU Facebook users must accept targeted ads
"Tue, Apr. 17, 2018",Telegraph: Facebook exposed lists of friends to apps
"Tue, Apr. 17, 2018",Facebook reopens review of Instant Games and Messenger apps
"Tue, Apr. 17, 2018","Microsoft, Facebook among tech cos signing Cybersecurity Tech Accord"
"Tue, Apr. 17, 2018",Facebook faces facial recognition class action
"Tue, Apr. 17, 2018",BlackRock likes Facebook shares
"Mon, Apr. 16, 2018",Facebook updates with post on logged-out data collection
"Sun, Apr. 15, 2018",Zuckerberg's compensation jumps to $8.9M
"Thu, Apr. 12, 2018","Facebook exec: Expecting no major change to revenue, business model"
"Wed, Apr. 11, 2018",Facebook rising again as Zuckerberg faces House questions
"Wed, Apr. 11, 2018",Facebook +0.5% ahead of day of Zuckerberg testimony
"Tue, Apr. 10, 2018",Facebook closes up 4.5% as Zuckerberg faces Senate panels
"Tue, Apr. 10, 2018",Live updates: Facebook's Zuckerberg faces Senate questions
"Tue, Apr. 10, 2018",Winners and losers for teenager attention
"Tue, Apr. 10, 2018",Social media watch amid Zuckerberg testimony
"Mon, Apr. 09, 2018","Morgan Stanley: Internet stocks in ""penalty box"" on regulation risks"
"Mon, Apr. 09, 2018",House panel releases Zuckerberg testimony: 'We didn't do enough'
"Mon, Apr. 09, 2018",Facebook launches scholarly research project on social media/elections
"Mon, Apr. 09, 2018",Facebook suspends another data analytics firm after CNBC alert
"Mon, Apr. 09, 2018",Zuckerberg to meet with U.S. lawmakers
"Fri, Apr. 06, 2018",Facebook suspends second firm under probes for data-leak scandal
"Fri, Apr. 06, 2018",Facebook adds disclosure requirements for issue ads
"Fri, Apr. 06, 2018",Facebook's Sandberg talks paid product
"Thu, Apr. 05, 2018",Facebook's Sandberg: 'A few' advertisers pausing spending
"Thu, Apr. 05, 2018",Australia probes Facebook; Zuckerberg to appear at joint Senate hearing
"Thu, Apr. 05, 2018","Facebook +3.6%; worst is over, says Deutsche Bank"
"Wed, Apr. 04, 2018",Facebook's Zuckerberg faces reporters' questions; shares +3.2%
"Wed, Apr. 04, 2018","Cambridge Analytica: We received just 30M Facebook records, deleted raw data"
"Wed, Apr. 04, 2018",Facebook: Up to 87M affected by improper data sharing
"Wed, Apr. 04, 2018",Facebook's Zuckerberg to testify to House commerce panel in a week
"Wed, Apr. 04, 2018",Reuters: Zuckerberg doesn't commit to extending full EU privacy laws
"Wed, Apr. 04, 2018",Morgan Stanley cuts Facebook target to 28% upside
"Tue, Apr. 03, 2018",Deutsche Bank trims Facebook price target on ad-targeting changes
"Tue, Apr. 03, 2018",Reuters: Facebook won't apply strict EU data approach to rest of world
"Tue, Apr. 03, 2018",Facebook pulled from BofA US 1 list; shares -2%
"Mon, Apr. 02, 2018","Zuckerberg on Tim Cook's ""extremely glib"" criticism"
"Mon, Apr. 02, 2018","Pivotal Research lowers its Facebook, Alphabet targets"
"Sun, Apr. 01, 2018",Facebook to crack down on non-consensual email targeting
"Sat, Mar. 31, 2018",Judge dismisses massacre-related case against social media
"Fri, Mar. 30, 2018",Zuck disavows 'growth at any cost' memo
"Thu, Mar. 29, 2018",FT: Facebook was told Cambridge app might sell data
"Thu, Mar. 29, 2018",Facebook trial over photo biometrics set for July
"Wed, Mar. 28, 2018","In another privacy move, Facebook ending Partner Categories"
"Wed, Mar. 28, 2018",Axios: Trump more concerned with Amazon than Facebook
"Wed, Mar. 28, 2018",Facebook to make privacy control easier; shares up 1.6% premarket
"Wed, Mar. 28, 2018",Zuck expected to go before Congress
"Tue, Mar. 27, 2018",Bloomberg: Facebook delays home speaker preview amid data scandal
"Tue, Mar. 27, 2018",Facebook -3%: Settling civil rights suit; Zuckerberg spurns UK hearing
"Tue, Mar. 27, 2018",BofA trims Facebook price target; shares -1.6%
"Tue, Mar. 27, 2018",Cambridge Analytica whistleblower appears before UK lawmakers
"Mon, Mar. 26, 2018",GBH Insights sees golden opportunity in crisis-era Facebook
"Mon, Mar. 26, 2018",Buy the dip in Facebook - Wells Fargo
"Mon, Mar. 26, 2018","Senate Judiciary chairman invites Facebook, Google, Twitter chiefs to hearing"
"Mon, Mar. 26, 2018",Facebook -5.1% as FTC confirms probe into privacy practices
"Mon, Mar. 26, 2018",Facebook questioned about collecting phone data
"Sun, Mar. 25, 2018",Tim Cook comments on data privacy
"Sat, Mar. 24, 2018",Facebook shares now a bargain - Barron's
"Fri, Mar. 23, 2018",Facebook working to calm ad partners amid privacy scandal
"Fri, Mar. 23, 2018","Facebook joins market lower: Cambridge audits, Musk pages"
"Fri, Mar. 23, 2018","Sandberg responds, Zuck called to Congress"
"Thu, Mar. 22, 2018","Zuck 'open' to testify, calls for regulation"
"Wed, Mar. 21, 2018",Facebook's Zuckerberg: 'We have a responsibility to protect your data'
"Wed, Mar. 21, 2018","Facebook breaks decline, turning up 2.4% as analysts recap"
"Wed, Mar. 21, 2018",EU proposes tax on U.S. tech giants
"Wed, Mar. 21, 2018",WhatsApp co-founder: Time to delete Facebook
"Tue, Mar. 20, 2018","Report: Zuckerberg, Sandberg skip Facebook employee meeting"
"Tue, Mar. 20, 2018",Facebook and social peers keep sinking on spiraling regulatory news (updated)
"Tue, Mar. 20, 2018",BofAML survey: Tech longs 38% overweight last month
"Tue, Mar. 20, 2018",Facebook -2.7% on report FTC is investigating data issue
"Tue, Mar. 20, 2018",Facebook plans staff meeting today to discuss data scandal
